prediction_id,fixture_id,market_code,model_name,model_version,p_pred,prediction_created_at,league_code,match_datetime_utc,actual,brier,edge,odds_used,hours_to_kickoff,odds_band,kickoff_band,edge_band
1742675,613,u25,market_outcome_gbm,fixtures_first_prematch_v1,0.5151016932684224,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.23512636787115115,,,1.8321484244444444,missing,<=6h,missing
1742674,613,u15,market_outcome_gbm,fixtures_first_prematch_v1,0.2455375368285401,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.5692136083347465,,,1.8321484244444444,missing,<=6h,missing
1742673,613,o45,market_outcome_gbm,fixtures_first_prematch_v1,0.09829436422496274,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.009661782038389634,,,1.8321484244444444,missing,<=6h,missing
1742672,613,o35,market_outcome_gbm,fixtures_first_prematch_v1,0.21610320462779478,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.04670059505040254,,,1.8321484244444444,missing,<=6h,missing
1742671,613,o25,market_outcome_gbm,fixtures_first_prematch_v1,0.4848983067315776,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.2351263678711511,-0.03891121707794626,1.9090909090909092,1.8321484244444444,1.81-2.10,<=6h,<0%
1742669,612,away_and_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.1214393545353366,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.014747516829959176,,,1.8321484244444444,missing,<=6h,missing
1742668,612,home_and_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.3759393870814356,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,0.0,0.14133042275916546,,,1.8321484244444444,missing,<=6h,missing
1742667,612,away_or_o15,market_outcome_gbm,fixtures_first_prematch_v1,0.8645476238488943,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.018347346204980634,,,1.8321484244444444,missing,<=6h,missing
1742666,612,home_or_o15,market_outcome_gbm,fixtures_first_prematch_v1,0.8638534110456936,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.01853589368389287,,,1.8321484244444444,missing,<=6h,missing
1742665,612,away_or_o25,market_outcome_gbm,fixtures_first_prematch_v1,0.695508376726928,2026-03-04 17:40:04.265672+00:00,E0,2026-03-04 19:30:00+00:00,1.0,0.0927151486434704,,,1.8321484244444444,missing,<=6h,missing
