family,market_code,n,fixtures,fallback_rows,fallback_rate,live_auc,challenger_auc,delta_auc,live_brier,challenger_brier,delta_brier,live_log_loss,challenger_log_loss,delta_log_loss,live_ece,challenger_ece,delta_ece,challenger_better_auc,challenger_better_brier,challenger_better_log_loss
anytime,a_1up,1531,1531,0,0.0,0.6173342628760462,0.6164277878592153,-0.0009064750168309432,0.23993005852840182,0.2394789473813535,-0.000451111147048322,0.6733857298473125,0.6718712313060631,-0.0015144985412494094,0.02322202717643146,0.02738388668723961,0.00416185951080815,False,True,True
anytime,a_2up,1531,1531,0,0.0,0.6237759706505114,0.641369606514367,0.01759363586385565,0.15249715257984733,0.15156307987115689,-0.0009340727086904477,0.4795351145766533,0.47544323097353525,-0.004091883603118074,0.025522478570421094,0.013259482830985323,-0.01226299573943577,True,True,True
anytime,h_1up,1531,1531,0,0.0,0.6557164467481817,0.6470066351934101,-0.008709811554771685,0.22122779582496868,0.22530353291236,0.004075737087391312,0.6347652813116715,0.641813192828534,0.0070479115168624595,0.020127166072583715,0.031403851847158576,0.01127668577457486,False,False,False
anytime,h_2up,1531,1531,0,0.0,0.6496536002151714,0.6362368446168128,-0.013416755598358532,0.18482380598805223,0.1878208413073505,0.0029970353192982635,0.5536776725131565,0.5602306178119133,0.006552945298756829,0.009140198909443821,0.016876158134637644,0.0077359592251938225,False,False,False
corners,ac25,1527,1527,0,0.0,0.6294411895706993,0.6213297015794703,-0.00811148799122896,0.193772023396575,0.1937482747781914,-2.3748618383612197e-05,0.5743155176431775,0.5742497970491037,-6.572059407372599e-05,0.037602879173487695,0.018458338865772635,-0.01914454030771506,False,True,True
corners,ac35,1527,1527,0,0.0,0.6419827778319429,0.6272015195620987,-0.014781258269844222,0.23428797416180402,0.2352489887573482,0.0009610145955441796,0.660056161185924,0.6627795062017622,0.0027233450158381522,0.043104849289522816,0.029570919910275384,-0.013533929379247432,False,False,False
corners,ac45,1527,1527,0,0.0,0.6284485974667353,0.6131308734966513,-0.015317723970084018,0.2308322713321612,0.2329437174350762,0.002111446102914999,0.6539742760797125,0.6581642674702926,0.004189991390580072,0.04593234552317369,0.030794408049244812,-0.01513793747392888,False,False,False
corners,ac55,1527,1527,0,0.0,0.6531270337791028,0.6359708605378623,-0.017156173241240413,0.1926151532947777,0.19505289906473905,0.002437745769961336,0.5710913027576404,0.5767022931609735,0.005610990403333127,0.033570215632231136,0.026237290255167366,-0.00733292537706377,False,False,False
corners,c105,1527,1527,0,0.0,0.5730362157236105,0.5899762167608859,0.016940001037275332,0.2292510073315951,0.22653518591771787,-0.0027158214138772174,0.6508967693284664,0.6444898144097154,-0.0064069549187509844,0.030417950819005425,0.026044864025197737,-0.004373086793807688,True,True,True
corners,c75,1527,1527,0,0.0,0.5851398038850407,0.5722941046962589,-0.012845699188781867,0.20096293907695365,0.20033158613214158,-0.0006313529448120636,0.591008748484214,0.589663147724416,-0.0013456007597980602,0.00853904747896375,0.02050530574712432,0.011966258268160569,False,True,True
corners,c85,1527,1527,0,0.0,0.6003740262200943,0.5751559505330739,-0.02521807568702039,0.23263604132892138,0.23220796951377298,-0.0004280718151483953,0.6578006350387099,0.6569450055780334,-0.0008556294606765213,0.035425482165673976,0.021184904047692875,-0.0142405781179811,False,True,True
corners,c95,1527,1527,0,0.0,0.5753259787942216,0.5793012044058607,0.003975225611639099,0.2478536551449573,0.2466042085742435,-0.001249446570713797,0.6888432599218558,0.6863170945009486,-0.0025261654209072226,0.0366970020901597,0.031030173625970558,-0.005666828464189141,True,True,True
corners,hc25,1527,1527,0,0.0,0.6266339869281045,0.6212973239610309,-0.00533666296707358,0.13392784325098675,0.13580634858333684,0.0018785053323500944,0.4348574093933347,0.43936485722634155,0.004507447833006828,0.011881633820698892,0.01551997495802019,0.0036383411373212982,False,False,False
corners,hc35,1527,1527,0,0.0,0.6523890819665468,0.6356888807593033,-0.01670020120724347,0.19934723664976703,0.20088357703631174,0.00153634038654471,0.5848307588309083,0.5883425137237384,0.0035117548928300657,0.03719993341426285,0.025556316639456778,-0.011643616774806072,False,False,False
corners,hc45,1527,1527,0,0.0,0.6359208972845337,0.6294404125286479,-0.006480484755885807,0.23451363888142998,0.23460885313377763,9.52142523476529e-05,0.6611749092139624,0.6612692765682818,9.436735431944676e-05,0.03227385201396333,0.025899677953558246,-0.0063741740604050835,False,False,False
corners,hc55,1527,1527,0,0.0,0.6386917647887076,0.6370681310171251,-0.0016236337715824778,0.23143113809739774,0.2296716607521536,-0.0017594773452441481,0.6553332747869768,0.6511999846836093,-0.004133290103367493,0.03715921276893366,0.0177085632363472,-0.019450649532586458,False,True,True
scoreline_directional,1x2_a,1634,1634,0,0.0,0.6347741544170116,0.6506136720422435,0.015839517625231947,0.20190614043630561,0.19730653305651968,-0.0045996073797859305,0.589886066663421,0.5808947979158984,-0.008991268747522652,0.036342517144683326,0.017429013779211952,-0.018913503365471374,True,True,True
scoreline_directional,1x2_d,1634,1634,0,0.0,0.5275496407324423,0.5337373483736383,0.0061877076411960275,0.19522537121286204,0.19350310612002175,-0.0017222650928402916,0.580494162546345,0.5752499267615999,-0.005244235784745088,0.04870885016535595,0.012932992598093121,-0.03577585756726283,True,True,True
scoreline_directional,1x2_h,1634,1634,0,0.0,0.647414291803678,0.6471067774936061,-0.0003075143100719213,0.22909365870328025,0.23069933375460325,0.0016056750513230023,0.6496416144181375,0.6533416515827215,0.0037000371645840024,0.029432256175370736,0.020570064609763808,-0.008862191565606928,False,False,False
scoreline_directional,ah2_away_m05,1634,1634,1634,1.0,0.643906093906094,0.6506136720422435,0.006707578136149528,0.1985935766841528,0.19730653305651968,-0.0012870436276331276,0.583271749923738,0.5808947979158984,-0.0023769520078396056,0.017631463747970505,0.017429013779211952,-0.00020244996875855292,True,True,True
scoreline_directional,ah2_away_m15,1634,1634,1634,1.0,0.6475749845951537,0.6617818673771829,0.014206882782029195,0.10591833062395607,0.10511514769684863,-0.0008031829271074459,0.36136700879929406,0.3584432972732121,-0.0029237115260819513,0.017633709249280025,0.005873882534889144,-0.01175982671439088,True,True,True
scoreline_directional,ah2_away_p05,1634,1634,1634,1.0,0.6459414200462794,0.6471067774936062,0.0011653574473268202,0.2291410599147897,0.23069933375460325,0.001558273839813551,0.6492726601089304,0.6533416515827215,0.004068991473791139,0.012080210268819903,0.020570064609763773,0.00848985434094387,True,False,False
scoreline_directional,ah2_away_p15,1634,1634,1634,1.0,0.6501787606703234,0.6539379752879386,0.003759214617615192,0.15359238172739192,0.15334291029857017,-0.000249471428821757,0.48023042098225416,0.480079221276253,-0.0001511997060011372,0.024443926027690317,0.022728022786329644,-0.0017159032413606723,True,True,True
scoreline_directional,ah2_home_m05,1634,1634,1634,1.0,0.6459414200462793,0.6471067774936061,0.0011653574473268202,0.2291410599147897,0.23069933375460325,0.001558273839813551,0.6492726601089304,0.6533416515827215,0.004068991473791139,0.0120802102688199,0.020570064609763808,0.008489854340943908,True,False,False
scoreline_directional,ah2_home_m15,1634,1634,1634,1.0,0.6501787606703235,0.6539379752879386,0.003759214617615081,0.15359238172739192,0.15334291029857017,-0.000249471428821757,0.48023042098225405,0.480079221276253,-0.00015119970600102617,0.02444392602769021,0.022728022786329627,-0.001715903241360582,True,True,True
scoreline_directional,ah2_home_p05,1634,1634,1634,1.0,0.6439060939060939,0.6506136720422435,0.006707578136149639,0.19859357668415287,0.19730653305651968,-0.0012870436276331831,0.583271749923738,0.5808947979158984,-0.0023769520078396056,0.017631463747970547,0.01742901377921205,-0.0002024499687584974,True,True,True
scoreline_directional,ah2_home_p15,1634,1634,1634,1.0,0.6475749845951537,0.6617818673771829,0.014206882782029195,0.10591833062395609,0.10511514769684863,-0.0008031829271074598,0.36136700879929406,0.3584432972732121,-0.0029237115260819513,0.01763370924927997,0.00587388253488918,-0.011759826714390789,True,True,True
scoreline_directional,dc_12,1634,1634,0,0.0,0.5275496407324423,0.5337373483736383,0.0061877076411960275,0.19522537121286204,0.19350310612002172,-0.0017222650928403194,0.580494162546345,0.5752499267615999,-0.005244235784745088,0.048708850165355914,0.012932992598093065,-0.03577585756726285,True,True,True
scoreline_directional,dc_1x,1634,1634,0,0.0,0.6352192450406736,0.6506136720422435,0.0153944270015699,0.20197342572685936,0.19730653305651968,-0.0046668926703396785,0.5903217933836122,0.5808947979158984,-0.009426995467713861,0.03354425389317223,0.017429013779212046,-0.01611524011396018,True,True,True
