family,league_code,rows,fixtures,fallback_rows,fallback_rate,live_auc,challenger_auc,delta_auc,live_brier,challenger_brier,delta_brier,live_log_loss,challenger_log_loss,delta_log_loss,live_ece,challenger_ece,delta_ece
anytime,AT1,72,18,0,0.0,0.615909090909091,0.7236363636363635,0.10772727272727256,0.21574532808351918,0.18893276938281575,-0.026812558700703426,0.6224023611777698,0.5601087353757281,-0.062293625802041674,0.18656336698431333,0.0912248243392305,-0.09533854264508283
anytime,B1,164,41,0,0.0,0.638250612745098,0.614889705882353,-0.023360906862744946,0.23548911604874664,0.23916607585773267,0.0036769598089860245,0.6784444915985384,0.6795684090905169,0.0011239174919784878,0.10996271627689405,0.13522988838428618,0.025267172107392127
anytime,BR1,144,36,0,0.0,0.6956696070569367,0.723336006415397,0.02766639935846027,0.21545533917976786,0.20301212192304974,-0.012443217256718125,0.6254645885381037,0.5913317656926065,-0.034132822845497235,0.11692819208325769,0.05036699973480849,-0.0665611923484492
anytime,CH1,152,38,0,0.0,0.7464776172641341,0.7458533975387908,-0.0006242197253433224,0.2011159634954347,0.2021430220613929,0.0010270585659581943,0.5867695028561727,0.5896070433587584,0.002837540502585667,0.032684512649475465,0.04079805263109307,0.008113539981617603
anytime,CH2,104,26,0,0.0,0.6828125,0.693359375,0.010546874999999956,0.2165139077116526,0.2087335441043939,-0.0077803636072587,0.6237880064542727,0.6055692388220064,-0.018218767632266264,0.11593067789392579,0.08666118415495384,-0.029269493738971947
anytime,CL,136,34,0,0.0,0.7307023265927376,0.7088497499456403,-0.021852576647097277,0.21047030139491732,0.21785526161259275,0.007384960217675429,0.6037128164799237,0.6238588775883459,0.02014606110842221,0.07402722817524013,0.06621005132523973,-0.007817176850000399
anytime,D1,192,48,0,0.0,0.7869179600886919,0.7970066518847007,0.010088691796008797,0.18800189461764352,0.18730707903567176,-0.0006948155819717639,0.5575110714559806,0.5532409138881188,-0.004270157567861754,0.05992820691333318,0.1260212804458947,0.06609307353256152
anytime,D2,180,45,0,0.0,0.7392207792207791,0.7306493506493508,-0.008571428571428341,0.19877161829953627,0.2027902680421235,0.004018649742587227,0.5793056682785702,0.5900863399038747,0.010780671625304494,0.031464996747512054,0.061416816079850035,0.02995181933233798
anytime,DK1,72,18,0,0.0,0.7236201298701298,0.7386363636363636,0.015016233766233844,0.2106787441534166,0.19933535077889164,-0.011343393374524974,0.6066926155354303,0.5805714838746572,-0.026121131660773123,0.0739351350593935,0.07479443034767558,0.0008592952882820748
anytime,E0,204,51,0,0.0,0.7323412698412698,0.7446428571428572,0.012301587301587369,0.2020934343688765,0.19933707052657657,-0.002756363842299936,0.5915529153436202,0.5841672253704284,-0.007385689973191778,0.08622795904764317,0.06426770388706475,-0.021960255160578424
anytime,E1,300,75,0,0.0,0.7314211212516297,0.7213168187744459,-0.010104302477183857,0.20335011622886884,0.20656390299386154,0.0032137867649927043,0.5923785309807021,0.5990108179175441,0.006632286936841925,0.06793618001676008,0.06484405158950908,-0.003092128427250998
anytime,E2,348,87,0,0.0,0.7645207043276716,0.7672536063929153,0.002732902065243681,0.19174143592549975,0.19282825267446727,0.0010868167489675173,0.564637419141366,0.5677598683429371,0.0031224492015711203,0.04889572143207825,0.05280616323880897,0.0039104418067307176
anytime,E3,376,94,0,0.0,0.7344582324455207,0.7247881355932203,-0.009670096852300358,0.197168680733751,0.2015613070382579,0.0043926263045069025,0.5800309878742791,0.5893313736456758,0.009300385771396691,0.03309746528520515,0.03377789366629523,0.0006804283810900799
anytime,EC,336,84,0,0.0,0.7186414930555556,0.7166883680555556,-0.001953125,0.21083119070390716,0.2131807012096784,0.0023495105057712573,0.6122087543033461,0.6177022984195801,0.005493544116234039,0.0328586997672359,0.06647629618458396,0.033617596417348065
anytime,ECL,64,16,0,0.0,0.7449392712550608,0.7601214574898786,0.015182186234817818,0.2012169852523621,0.19307867989780386,-0.008138305354558228,0.5865294973789452,0.5663584357940219,-0.020171061584923322,0.11271879487174784,0.11424556449730244,0.0015267696255546054
anytime,EL,172,43,0,0.0,0.7054312649500493,0.7053609117771211,-7.035317292813925e-05,0.20992174998466542,0.21097804789903762,0.0010562979143722007,0.607734568224119,0.6108362951176759,0.003101726893556922,0.09610955022589569,0.07630441665123167,-0.019805133574664027
anytime,F1,188,47,0,0.0,0.6980629539951574,0.7060532687651332,0.007990314769975804,0.20909561177795805,0.20750163149620013,-0.0015939802817579174,0.6036791784489615,0.6001535970702715,-0.003525581378689968,0.09575938467348728,0.07150499559022049,-0.024254389083266797
anytime,F2,180,45,0,0.0,0.7183333333333333,0.6779166666666666,-0.040416666666666656,0.19725121841668336,0.20467314482185744,0.007421926405174084,0.5803329070188211,0.5956495785431726,0.015316671524351455,0.053195059959540415,0.04806160968651487,-0.005133450273025544
anytime,G1,148,37,0,0.0,0.7978125,0.7597916666666665,-0.038020833333333504,0.17142968427814162,0.18106699683953995,0.009637312561398326,0.5147803261600764,0.5387377409131178,0.02395741475304136,0.07659419152348035,0.06276989963154787,-0.013824291891932475
anytime,I1,204,51,0,0.0,0.7366582278481013,0.7251645569620253,-0.011493670886076002,0.1988044408217277,0.20242894511936044,0.0036245042976327246,0.5832789922817209,0.5924392754677316,0.009160283186010698,0.0735143295376635,0.06219736142995434,-0.011316968107709158
anytime,I2,244,61,0,0.0,0.7854657484595868,0.7610728524827837,-0.024392895976803164,0.1781690573052417,0.1894036407693146,0.011234583464072884,0.5314989410285088,0.560330182366783,0.028831241338274194,0.05709561288941463,0.0480528384825007,-0.00904277440691393
anytime,IE1,52,13,0,0.0,0.7414414414414414,0.7405405405405405,-0.0009009009009008917,0.19401433928520215,0.1897643310723496,-0.004250008212852541,0.5687871592431326,0.5515653447734998,-0.01722181446963278,0.13060586425132575,0.14666014548421336,0.0160542812328876
anytime,JP1,120,30,0,0.0,0.61996336996337,0.557997557997558,-0.06196581196581197,0.22840908341790778,0.25739111775225054,0.028982034334342766,0.6576264571082404,0.7264115604794373,0.06878510337119692,0.09369280297733537,0.15446132528897294,0.06076852231163757
anytime,MX1,140,35,0,0.0,0.7860331632653061,0.7655187074829932,-0.020514455782312924,0.1841550061545234,0.1955204698659438,0.011365463711420387,0.5458007674128065,0.5731372231467544,0.02733645573394794,0.07670364833891917,0.14476946842720811,0.06806582008828894
anytime,N1,188,47,0,0.0,0.7729067471838346,0.7719196376727442,-0.0009871095110903783,0.18946215443802011,0.19157550558598493,0.0021133511479648204,0.5656151577462639,0.5656585435405773,4.338579431339973e-05,0.04747978298859303,0.054483954464290725,0.007004171475697693
