feature,missing_pct,non_missing_pct,count,mean,std,min,p25,p50,p75,max
home_rolling_xg,0.06916748012829452,0.9308325198717055,6675,1.3439200542819068,0.47334584672815294,0.01,1.03419364139745,1.301723974431458,1.6190516650608764,4.35
home_rolling_xg_against,0.06916748012829452,0.9308325198717055,6675,1.3787027917563914,0.4834886251607696,0.09,1.0763632581894282,1.339533657462293,1.6221275267849018,6.25
away_rolling_xg,0.06791242504532144,0.9320875749546785,6684,1.3875560130740199,0.4916017232687247,0.028181818181818183,1.057196448616001,1.340657058944061,1.65959186266783,4.14
away_rolling_xg_against,0.06791242504532144,0.9320875749546785,6684,1.3350709741354287,0.46701530985879347,0.01,1.0339811410557704,1.306136748423313,1.5883986846296834,5.489999999999999
xg_diff,0.0,1.0,7171,0.006561423959074392,0.6449357560153042,-4.268264462809917,-0.3682442946504698,0.0,0.364990017539367,3.8599999999999994
home_rolling_corners,0.06805187561009622,0.9319481243899038,6683,4.774738913500062,1.5812301399356257,0.0,3.803220488193602,4.669421487603306,5.65022948551915,20.0
rest_delta,0.0,1.0,7171,-0.014795451443258653,2.395175191299287,-17.510667040254326,-0.2798722749550624,0.0,0.2777562333721102,17.135460389876496
congestion_flag,0.0,1.0,7171,0.1619021057035281,0.3683866698626932,0.0,0.0,0.0,0.0,1.0
home_upcoming_tier,0.0,1.0,7171,0.027471761260633106,0.2852946464452645,0.0,0.0,0.0,0.0,3.0
away_upcoming_tier,0.0,1.0,7171,0.027332310695858317,0.28408331303558404,0.0,0.0,0.0,0.0,3.0
position_gap,0.0,1.0,7171,-0.40050202203318924,8.767186812284498,-35.0,-6.0,1.0,5.0,35.0
points_gap,0.0,1.0,7171,-0.23093013526704784,8.641904166817147,-48.0,-4.0,0.0,4.0,39.0
home_lame_duck,0.0,1.0,7171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
away_lame_duck,0.0,1.0,7171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_derby,0.0,1.0,7171,0.004880769767117557,0.06969666600478697,0.0,0.0,0.0,0.0,1.0
home_form_streak,0.0,1.0,7171,3.569655557105006,2.559418219970648,0.0,1.0,3.0,6.0,9.0
away_form_streak,0.0,1.0,7171,3.7544275554315996,2.56835551653014,0.0,2.0,4.0,6.0,9.0
home_xg_lost,0.0,1.0,7171,0.010279840760736033,0.08193098834383161,0.0,0.0,0.0,0.0,1.7311666666666667
away_xg_lost,0.0,1.0,7171,0.009819718199184105,0.08357408551536781,0.0,0.0,0.0,0.0,2.012
home_key_absent,0.0,1.0,7171,0.020778134151443313,0.14265076587869738,0.0,0.0,0.0,0.0,1.0
away_key_absent,0.0,1.0,7171,0.020080881327569376,0.1402867918705732,0.0,0.0,0.0,0.0,1.0
injury_impact,0.0,1.0,7171,0.0004601225615519299,0.09992531754008861,-2.012,0.0,0.0,0.0,1.6506666666666667
home_xg_over_scored,0.0,1.0,7171,-0.2474315732336684,3.021662247338418,-18.75,-2.016503307971389,-0.25649887302779817,1.3997129715164678,15.0
home_xg_over_conceded,0.0,1.0,7171,-0.30458871494485584,3.2901875039326915,-21.25,-2.1148945416321343,-0.24724413875897078,1.4046806601635513,18.0
away_xg_over_scored,0.0,1.0,7171,-0.3155936350486328,3.144001645959762,-18.7,-2.08801850700173,-0.2946280991735537,1.404073778327089,16.0
away_xg_over_conceded,0.0,1.0,7171,-0.2639899533685712,3.0542452432089706,-18.75,-2.024182287818612,-0.21553185598212465,1.4104604116618644,18.0
home_playing_top4,0.0,1.0,7171,0.1916050760005578,0.3935913791235718,0.0,0.0,0.0,0.0,1.0
away_playing_top4,0.0,1.0,7171,0.17877562404127736,0.38319104447536384,0.0,0.0,0.0,0.0,1.0
derby_position_gap,0.0,1.0,7171,-0.00013945056477478735,0.353306726561205,-14.0,0.0,0.0,0.0,9.0
odds_model_gap,0.8380978942964719,0.16190210570352814,1161,-0.09977223199416767,0.15518442913460004,-0.5071498240214499,-0.2110213687068251,-0.09027179568124621,0.013085867590221345,0.3221201455461287
odds_model_gap_home,0.8380978942964719,0.16190210570352814,1161,-0.09977223199416767,0.15518442913460004,-0.5071498240214499,-0.2110213687068251,-0.09027179568124621,0.013085867590221345,0.3221201455461287
odds_model_gap_draw,0.8380978942964719,0.16190210570352814,1161,0.017174032689442315,0.04792190233966464,-0.19146317839587607,-0.009451094026718981,0.019940651564587353,0.04889374376207911,0.1688610189797181
odds_model_gap_away,0.8380978942964719,0.16190210570352814,1161,0.0829432477775246,0.1444166049826241,-0.36194076262272357,-0.017396752753125792,0.06199704703306719,0.1653254443735052,0.5959987875718641
odds_opening_gap_home,0.8380978942964719,0.16190210570352814,1161,-0.09893642863625851,0.15669284590184895,-0.530046047631322,-0.21596980368546287,-0.09603965639249662,0.016830379158397024,0.3410384672374798
odds_opening_gap_draw,0.8380978942964719,0.16190210570352814,1161,0.018660486787951805,0.046508553107425,-0.16222414202500812,-0.007382928220670493,0.02044948293909385,0.04871089214436464,0.17858672817045462
odds_opening_gap_away,0.8380978942964719,0.16190210570352814,1161,0.08062099032110596,0.14490028399166174,-0.3905835341852226,-0.017265155328950593,0.06331024503402552,0.16908263632665044,0.6196912720265523
