feature,missing_pct,non_missing_pct,count,mean,std,min,p25,p50,p75,max
home_rolling_xg,0.08243865030674846,0.9175613496932515,7179,1.3463329058488716,0.47180501606901676,0.01,1.04,1.3025350533995366,1.6176731708294705,4.35
home_rolling_xg_against,0.08243865030674846,0.9175613496932515,7179,1.377844132190333,0.4797166759935959,0.09,1.0781931006034347,1.3380263731898026,1.621830344219031,6.25
away_rolling_xg,0.08128834355828221,0.9187116564417178,7188,1.3860203131660043,0.4885304607556928,0.028181818181818183,1.0560294603679143,1.3415634708412196,1.6589863138868075,4.14
away_rolling_xg_against,0.08128834355828221,0.9187116564417178,7188,1.337044352841627,0.4647131876486834,0.01,1.0360210296126113,1.3079788322390735,1.592491104029754,5.489999999999999
xg_diff,0.0,1.0,7824,0.006984806091952222,0.638446328300762,-4.268264462809917,-0.35840086620055545,0.0,0.3590723353232774,3.8599999999999994
home_rolling_corners,0.08064928425357873,0.9193507157464212,7193,4.773839695264703,1.5679564609146086,0.0,3.8164059831978685,4.666263787783067,5.6448902148270745,20.0
rest_delta,0.0,1.0,7824,-0.014907403634777421,2.3128098698960144,-17.510667040254326,-0.2783516518466369,0.0,0.2784694918196131,17.135460389876496
congestion_flag,0.0,1.0,7824,0.16398261758691207,0.37028346301238085,0.0,0.0,0.0,0.0,1.0
home_upcoming_tier,0.0,1.0,7824,0.02773517382413088,0.2862437885634146,0.0,0.0,0.0,0.0,3.0
away_upcoming_tier,0.0,1.0,7824,0.026201431492842535,0.2782380756835094,0.0,0.0,0.0,0.0,3.0
position_gap,0.0,1.0,7824,-0.3479038854805726,8.649546221072194,-34.0,-6.0,1.0,5.0,35.0
points_gap,0.0,1.0,7824,-0.18353783231083845,8.967925002682572,-48.0,-4.0,0.0,4.0,44.0
home_lame_duck,0.0,1.0,7824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
away_lame_duck,0.0,1.0,7824,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_derby,0.0,1.0,7824,0.004729038854805726,0.06860959621007434,0.0,0.0,0.0,0.0,1.0
home_form_streak,0.0,1.0,7824,3.583461145194274,2.5438378114004214,0.0,1.0,4.0,6.0,9.0
away_form_streak,0.0,1.0,7824,3.7645705521472395,2.5617352328905607,0.0,2.0,4.0,6.0,9.0
home_xg_lost,0.0,1.0,7824,0.14169164663266468,0.3189416911126368,0.0,0.0,0.0,0.07346666666666668,3.2105428571428574
away_xg_lost,0.0,1.0,7824,0.14588117960203847,0.3252944231342382,0.0,0.0,0.0,0.08519444444444445,3.2105428571428574
home_key_absent,0.0,1.0,7824,0.25920245398773006,0.4382249273639857,0.0,0.0,0.0,1.0,1.0
away_key_absent,0.0,1.0,7824,0.25690184049079756,0.43695272932698803,0.0,0.0,0.0,1.0,1.0
injury_impact,0.0,1.0,7824,-0.004189532969373843,0.32281503626192215,-3.2105428571428574,0.0,0.0,0.0,3.2105428571428574
home_xg_over_scored,0.0,1.0,7824,-0.12188390279208114,3.1359124043518904,-18.75,-1.9406271796828403,-0.1662195234847541,1.515597543635248,15.0
home_xg_over_conceded,0.0,1.0,7824,-0.16688587998108514,3.384114684054105,-21.25,-2.0176666407863904,-0.14654395191585268,1.5249373760757887,18.0
away_xg_over_scored,0.0,1.0,7824,-0.17313011952788768,3.250679117885933,-18.7,-2.0169516565571253,-0.17934211596977923,1.5762542694114,16.0
away_xg_over_conceded,0.0,1.0,7824,-0.13054371691309713,3.1614703816370833,-18.75,-1.9598178076164947,-0.10778372316953888,1.5441046346137988,18.0
home_playing_top4,0.0,1.0,7824,0.19478527607361965,0.39606062841568934,0.0,0.0,0.0,0.0,1.0
away_playing_top4,0.0,1.0,7824,0.18251533742331288,0.3862933618920203,0.0,0.0,0.0,0.0,1.0
derby_position_gap,0.0,1.0,7824,-0.001278118609406953,0.3883756440700179,-15.0,0.0,0.0,0.0,9.0
away_rolling_corners,0.07949897750511248,0.9205010224948875,7202,4.904892296989902,1.6167423376606482,0.0,3.897233067478594,4.7762131140507975,5.786788356811769,17.0
odds_model_gap_home,0.10800102249488752,0.8919989775051125,6979,-0.0013938464415308072,0.11100561406494559,-0.4276016769077389,-0.07035392842570204,-0.0056000719732681725,0.063519119507218,0.61037158485319
odds_model_gap_draw,0.10800102249488752,0.8919989775051125,6979,0.01144836179471971,0.035120700438435855,-0.17680899933102084,-0.006542326151027816,0.01420459465140711,0.03222609990285033,0.17531005137659667
odds_model_gap_away,0.10800102249488752,0.8919989775051125,6979,-0.009863335218367998,0.1022881289150956,-0.5793027958708116,-0.06794252223380141,-0.009874672383165944,0.04851237757124728,0.4405254342625408
odds_opening_gap_home,0.10800102249488752,0.8919989775051125,6979,-0.0007382739426984719,0.11323817867399422,-0.4350181123475284,-0.07117514718271961,-0.0030809673901969203,0.06712602113285451,0.6143310609353146
odds_opening_gap_draw,0.10800102249488752,0.8919989775051125,6979,0.012260184722764422,0.03284892217121127,-0.1701939603164594,-0.0037819667888996517,0.014131697459632803,0.030956522292052174,0.17587116986493115
odds_opening_gap_away,0.10800102249488752,0.8919989775051125,6979,-0.011330730645245044,0.10464113651854962,-0.5793027958708116,-0.07126543029630858,-0.012588532551840864,0.050879561042612015,0.4405254342625408
