family,market_code,n,fixtures,fallback_rows,fallback_rate,live_auc,challenger_auc,delta_auc,live_brier,challenger_brier,delta_brier,live_log_loss,challenger_log_loss,delta_log_loss,live_ece,challenger_ece,delta_ece,challenger_better_auc,challenger_better_brier,challenger_better_log_loss
anytime,a_1up,1347,1347,0,0.0,0.6054454943047165,0.6106840077496458,0.005238513444929316,0.24244683858061156,0.24004885222648945,-0.0023979863541221114,0.6787593537343538,0.6727430418412913,-0.006016311893062509,0.02482249495822429,0.024830673191707293,8.17823348300481e-06,True,True,True
anytime,a_2up,1347,1347,0,0.0,0.6083362819333381,0.6399971693439954,0.03166088741065731,0.1526847891453116,0.15051303006365813,-0.002171759081653485,0.4811683130351061,0.4729344889285721,-0.008233824106534005,0.030372398656119404,0.017413456069762866,-0.012958942586356537,True,True,True
anytime,h_1up,1347,1347,0,0.0,0.6405772765592824,0.6408294981826222,0.0002522216233398211,0.22555219342831387,0.22698994094347982,0.0014377475151659547,0.6446439498859831,0.6451234150949194,0.00047946520893638045,0.01807207295894084,0.023207329931161237,0.005135256972220396,True,False,False
anytime,h_2up,1347,1347,0,0.0,0.6314084627683874,0.6298338282320695,-0.0015746345363178982,0.1839949337115315,0.18482179224842232,0.0008268585368908232,0.5525701507859531,0.5540966160693022,0.0015264652833490988,0.017184327427549675,0.02423156575640755,0.007047238328857876,False,False,False
corners,ac25,1527,1527,0,0.0,0.6302902405180388,0.5937146674889505,-0.036575573029088315,0.193843836138403,0.19602612158141958,0.002182285443016574,0.5743100957862666,0.5806617847711585,0.006351688984891912,0.03783045620392936,0.03002283420879623,-0.007807621995133129,False,False,False
corners,ac35,1527,1527,0,0.0,0.6405342493418945,0.6139567112832014,-0.026577538058693118,0.2346192113247091,0.2387726196290819,0.004153408304372802,0.6608073424592316,0.6705313086064794,0.009723966147247798,0.041910269598716327,0.0370536895766706,-0.004856580022045726,False,False,False
corners,ac45,1527,1527,0,0.0,0.6268408804249347,0.5996606917624487,-0.02718018866248595,0.2310936048529483,0.23586069022961348,0.0047670853766651755,0.6545679577216925,0.6639384378967695,0.009370480175077023,0.044219639331726325,0.048171542674751745,0.00395190334302542,False,False,False
corners,ac55,1527,1527,0,0.0,0.648768710767745,0.6131799382780846,-0.035588772489660414,0.19313839203873595,0.1985532360065448,0.005414843967808836,0.5723057794206499,0.5838591298889105,0.01155335046826067,0.03467541076709403,0.03394398635547963,-0.0007314244116144036,False,False,False
corners,c105,1527,1527,0,0.0,0.564769502626529,0.5434451614815253,-0.0213243411450037,0.230038381533847,0.23392740196930592,0.003889020435458912,0.6525057783404279,0.6605547569520772,0.008048978611649327,0.030696352856060125,0.04298229414449631,0.012285941288436183,False,False,False
corners,c75,1527,1527,0,0.0,0.5816404728436669,0.5432176909919216,-0.0384227818517453,0.20108482360916538,0.2027539697647084,0.0016691461555430331,0.5913150994208911,0.5969956546360631,0.005680555215171967,0.008130632701437627,0.027804530412976928,0.019673897711539302,False,False,False
corners,c85,1527,1527,0,0.0,0.594207057125992,0.5497875720542474,-0.044419485071744536,0.23280390931140874,0.23469129758404492,0.0018873882726361813,0.6581607623853671,0.662809887839601,0.0046491254542339044,0.03333136479266425,0.023241485960968603,-0.010089878831695646,False,False,False
corners,c95,1527,1527,0,0.0,0.5700648526232714,0.5480269704560271,-0.022037882167244338,0.24796632535841667,0.25016579709429626,0.002199471735879588,0.6890716668500451,0.6939789862629969,0.0049073194129518605,0.03611477983555168,0.02643522198042515,-0.009679557855126534,False,False,False
corners,hc25,1527,1527,0,0.0,0.629667653224812,0.5949253915402639,-0.03474226168454808,0.1338655023110301,0.13567244534810088,0.0018069430370707962,0.43460974796902335,0.44054259155373193,0.00593284358470858,0.011599370367371218,0.01870173579275083,0.007102365425379613,False,False,False
corners,hc35,1527,1527,0,0.0,0.6506971119647177,0.6207467024368433,-0.029950409527874422,0.19945584012010514,0.20238660072513082,0.002930760605025673,0.5851572251930496,0.5922048888536583,0.007047663660608716,0.036124260880778865,0.015851778516671557,-0.020272482364107308,False,False,False
corners,hc45,1527,1527,0,0.0,0.6315829224251683,0.6111240363914161,-0.020458886033752233,0.23486060004737427,0.23689772703073886,0.0020371269833645844,0.6618803183738043,0.6661134135740878,0.0042330952002834765,0.030194195081286984,0.02305150669257373,-0.007142688388713254,False,False,False
corners,hc55,1527,1527,0,0.0,0.6357586637802066,0.6140574123941778,-0.021701251386028853,0.23169318833017066,0.23342495754045892,0.0017317692102882531,0.6558550451358506,0.6584448646835904,0.0025898195477398467,0.03799787746423921,0.01365356798651454,-0.024344309477724667,False,False,False
scoreline_directional,1x2_a,1634,1634,0,0.0,0.6306247324104466,0.6506136720422435,0.01998893963179693,0.20248492986257838,0.19730653305651968,-0.005178396806058694,0.5911371450625357,0.5808947979158984,-0.010242347146637298,0.035998512017364676,0.017429013779211952,-0.018569498238152723,True,True,True
scoreline_directional,1x2_d,1634,1634,0,0.0,0.5299312369620645,0.5337373483736383,0.0038061114115738315,0.19504474593742135,0.19350310612002175,-0.0015416398173996038,0.5799923136962475,0.5752499267615999,-0.004742386934647569,0.049847691180014496,0.012932992598093121,-0.036914698581921375,True,True,True
