family,league_code,rows,fixtures,fallback_rows,fallback_rate,live_auc,challenger_auc,delta_auc,live_brier,challenger_brier,delta_brier,live_log_loss,challenger_log_loss,delta_log_loss,live_ece,challenger_ece,delta_ece
anytime,AT1,96,24,0,0.0,0.634033203125,0.705078125,0.071044921875,0.21789793786513287,0.19759864034801888,-0.020299297517113984,0.6248065878045953,0.5809104602810327,-0.043896127523562645,0.14999790282865053,0.08164538367592694,-0.06835251915272358
anytime,B1,156,39,0,0.0,0.642578125,0.6244904891304348,-0.01808763586956519,0.23300150689726587,0.23601913358699717,0.0030176266897312953,0.67126397718436,0.6721951621267422,0.0009311849423822016,0.12057781078346218,0.10162679946449782,-0.01895101131896436
anytime,BR1,144,36,0,0.0,0.6823045267489711,0.6816872427983539,-0.0006172839506172201,0.21933698938637292,0.21520521611341803,-0.004131773272954886,0.6332961863118274,0.6243292088814092,-0.008966977430418188,0.1073238008122321,0.06199641904858143,-0.04532738176365067
anytime,CH1,152,38,0,0.0,0.7276881720430107,0.746415770609319,0.018727598566308234,0.2065430462463422,0.20086262082415413,-0.005680425422188079,0.5979855831921405,0.5857443016499067,-0.012241281542233806,0.06398424592398268,0.04382529914675813,-0.020158946777224546
anytime,CH2,88,22,0,0.0,0.6476004464285714,0.6495535714285714,0.001953125,0.2224320605887717,0.21547161593789055,-0.006960444650881165,0.6361974287032065,0.6213633147220198,-0.014834113981186725,0.09310730988151414,0.05806915463146581,-0.03503815525004833
anytime,CL,64,16,0,0.0,0.6290322580645161,0.6324535679374389,0.003421309872922773,0.24842117724022703,0.24822627846352732,-0.00019489877669970346,0.6925819820215442,0.6939239815360926,0.0013419995145483865,0.13368280165692364,0.11922614481834522,-0.014456656838578427
anytime,D1,160,40,0,0.0,0.81692944736423,0.8311833094441791,0.014253862079949053,0.1788959065529297,0.17463982217667617,-0.004256084376253522,0.5364512153982247,0.5252964429240385,-0.01115477247418617,0.07886097017809814,0.0901070376908371,0.011246067512738961
anytime,D2,160,40,0,0.0,0.7374917709019091,0.7198815009874918,-0.017610269914417276,0.19933921076861227,0.20499870219483793,0.005659491426225655,0.5805757788845136,0.5942321764163342,0.013656397531820574,0.04027297362,0.023474535108762972,-0.016798438511237027
anytime,DK1,72,18,0,0.0,0.7236201298701298,0.737012987012987,0.013392857142857206,0.2106787441534166,0.20031105473357888,-0.010367689419837733,0.6066926155354303,0.5817851378818989,-0.024907477653531407,0.0739351350593935,0.12458028327828834,0.050645148218894834
anytime,E0,152,38,0,0.0,0.7765398550724638,0.7641304347826087,-0.012409420289855144,0.1843003986599349,0.19054082062684163,0.006240421966906745,0.5484081193788469,0.5623234455966825,0.013915326217835533,0.07964700348866152,0.055556806148041524,-0.024090197340619998
anytime,E1,288,72,0,0.0,0.7061128925535705,0.7103883544561511,0.004275461902580657,0.20986188741600442,0.20707637697585532,-0.0027855104401491027,0.6079977936109562,0.6003291578712503,-0.007668635739705887,0.035195139821914044,0.04302657780833462,0.007831437986420574
anytime,E2,272,68,0,0.0,0.7435510044205697,0.7639751552795031,0.020424150858933454,0.20129490305500633,0.1970562620790609,-0.0042386409759454236,0.5889204737932758,0.5787745519723346,-0.010145921820941206,0.06770882456486658,0.04888956858245472,-0.018819255982411867
anytime,E3,300,75,0,0.0,0.7313062218890557,0.720061844077961,-0.011244377811094663,0.20040840483943387,0.20242987601174334,0.002021471172309469,0.5884136639999111,0.5911982746697897,0.002784610669878562,0.04570297201252364,0.03935486999739513,-0.006348102015128511
anytime,EC,344,86,0,0.0,0.7065737394596455,0.7078299776286354,0.0012562381689898983,0.21516968030556488,0.21535522801676835,0.00018554771120346536,0.6214409715169051,0.6217687195675623,0.0003277480506571617,0.05593766276695856,0.052818631539307784,-0.0031190312276507745
anytime,ECL,64,16,0,0.0,0.7449392712550608,0.7489878542510121,0.004048582995951344,0.2012169852523621,0.20173401759422238,0.0005170323418602907,0.5865294973789452,0.5913548659430798,0.0048253685641346244,0.11271879487174784,0.1858809902562317,0.07316219538448386
anytime,EL,64,16,0,0.0,0.5947916666666666,0.5645833333333333,-0.03020833333333328,0.24024009541818403,0.2572995775958383,0.017059482177654295,0.6804354616343125,0.724094377251906,0.0436589156175935,0.17413823555111624,0.14505485222970635,-0.02908338332140989
anytime,F1,184,46,0,0.0,0.6928879310344828,0.7104462474645031,0.01755831643002037,0.21283374179667516,0.20772652497916896,-0.005107216817506199,0.6132231248834891,0.6014644766584116,-0.01175864822507744,0.07819508597181152,0.09835364304061806,0.020158557068806537
anytime,F2,148,37,0,0.0,0.7166832174776565,0.7044687189672294,-0.012214498510427108,0.20308664016488923,0.20351949821065263,0.00043285804576340126,0.5908593825604221,0.5923711817463125,0.0015117991858903945,0.04669159188602445,0.036745686315294915,-0.009945905570729538
anytime,G1,144,36,0,0.0,0.7816840277777778,0.720486111111111,-0.06119791666666674,0.17668120634672876,0.19400188622755785,0.017320679880829082,0.5280335914939245,0.5689546122594888,0.040921020765564364,0.06911357346568073,0.05062717477153819,-0.018486398694142536
anytime,I1,196,49,0,0.0,0.7596371882086167,0.7387755102040817,-0.020861678004534978,0.18649122816253783,0.1940255719773198,0.007534343814781963,0.5509822671904742,0.5724551368175446,0.0214728696270704,0.08947423330372731,0.06936255237777003,-0.020111680925957276
