fixture_id,league_code,lambda_home_pred,lambda_away_pred,lambda_total_pred
3218,SC1,1.311934064476963,1.2760767246829599,2.588010789159923
3049,SC0,1.1409929132721015,1.5309779394872882,2.6719708527593897
21994,RO1,1.5442265569402367,1.0138932585250957,2.558119815465332
21995,RO1,1.4647105880869267,1.1807873336712955,2.6454979217582224
20115,G1,1.2588648331269405,1.4614344044086571,2.7202992375355977
21996,RO1,1.2774891968856938,1.502329471543991,2.7798186684296846
3050,SC0,1.7893063929643251,0.9903206499860681,2.779627042950393
3051,SC0,1.2944955951516233,1.223446193372805,2.5179417885244284
3052,SC0,1.7221332234204616,0.9512573634042171,2.6733905868246786
20309,BR1,2.7598066027624775,0.8307595671931436,3.590566169955621
20310,BR1,1.5132462403900373,1.5858035902220682,3.0990498306121053
20311,BR1,1.548502865651446,1.16362994896304,2.7121328146144856
20312,BR1,2.1849955760952704,0.9490691016247191,3.1340646777199894
20313,BR1,1.4210784838240602,1.3074818554266996,2.72856033925076
20314,BR1,1.4732552180448424,1.2606320288215125,2.733887246866355
21997,RO1,1.7505659146707275,1.177432238321767,2.9279981529924948
21998,RO1,1.7953572379311535,1.0626982352381962,2.8580554731693497
2150,E3,1.4443602017053576,1.1262583030576496,2.570618504763007
20315,BR1,1.3710137027394904,1.4710449962491192,2.84205869898861
20991,JP1,1.5293727083618127,1.2088721827774271,2.7382448911392396
20992,JP1,1.5293727083618127,1.2088721827774271,2.7382448911392396
20993,JP1,1.5293727083618127,1.2088721827774271,2.7382448911392396
20316,BR1,1.717878581335934,0.9790265424634569,2.696905123799391
20317,BR1,2.2077297145769803,0.7718881733850766,2.979617887962057
21999,RO1,1.3890745596175829,1.0509512038058357,2.4400257634234186
21663,PL1,1.4612834928425913,1.1022531165598974,2.5635366094024885
22000,RO1,1.5423395982050558,1.0857637797073652,2.6281033779124208
4125,D2,1.4995843019784982,1.1573945628488336,2.656978864827332
4126,D2,1.1860019808567652,1.54481597152142,2.7308179523781853
