fixture_id,league_code,home_team_id,away_team_id,match_datetime_utc,home_goals,away_goals,total_goals,total_corners,home_corners,away_corners,odds_over_15,odds_under_15,odds_over_25,odds_under_25,odds_over_35,odds_under_35,odds_c75_over,odds_c75_under,odds_c85_over,odds_c85_under,odds_c95_over,odds_c95_under,odds_c105_over,odds_c105_under,odds_snapshot_time_utc,odds_snapshot_type,home_sample_size,home_rolling_xg,home_rolling_xg_against,home_rolling_xgot,home_rolling_xgot_against,home_rolling_xa,home_rolling_xa_against,home_rolling_box_touches,home_rolling_box_touches_against,home_rolling_big_chances,home_rolling_big_chances_against,home_rolling_crosses,home_rolling_crosses_against,home_rolling_sot,home_rolling_sot_against,home_rolling_corners,home_rolling_corners_against,home_rolling_goals_prevented,home_rolling_goals_prevented_against,home_rolling_errors_lead_to_shot,home_rolling_errors_lead_to_shot_against,home_rolling_tackles_pct,home_rolling_tackles_pct_against,home_rolling_xg_p1,home_rolling_xg_p1_against,home_rolling_sot_p1,home_rolling_sot_p1_against,home_rolling_xg_h2_delta,home_rolling_xg_h2_delta_against,home_rolling_sot_h2_delta,home_rolling_sot_h2_delta_against,home_rolling_possession,home_rolling_possession_against,away_sample_size,away_rolling_xg,away_rolling_xg_against,away_rolling_xgot,away_rolling_xgot_against,away_rolling_xa,away_rolling_xa_against,away_rolling_box_touches,away_rolling_box_touches_against,away_rolling_big_chances,away_rolling_big_chances_against,away_rolling_crosses,away_rolling_crosses_against,away_rolling_sot,away_rolling_sot_against,away_rolling_corners,away_rolling_corners_against,away_rolling_goals_prevented,away_rolling_goals_prevented_against,away_rolling_errors_lead_to_shot,away_rolling_errors_lead_to_shot_against,away_rolling_tackles_pct,away_rolling_tackles_pct_against,away_rolling_xg_p1,away_rolling_xg_p1_against,away_rolling_sot_p1,away_rolling_sot_p1_against,away_rolling_xg_h2_delta,away_rolling_xg_h2_delta_against,away_rolling_sot_h2_delta,away_rolling_sot_h2_delta_against,away_rolling_possession,away_rolling_possession_against,home_rolling_lead_rate_1up,home_rolling_lead_rate_1up_against,home_rolling_lead_rate_2up,home_rolling_lead_rate_2up_against,away_rolling_lead_rate_1up,away_rolling_lead_rate_1up_against,away_rolling_lead_rate_2up,away_rolling_lead_rate_2up_against,home_formation,away_formation,lambda_home_l1,lambda_away_l1,adj_lambda_home_final,adj_lambda_away_final,home_goals_p1,away_goals_p1,first_home_lead_minute,first_away_lead_minute,home_led_by_1_any,away_led_by_1_any,home_led_by_2_any,away_led_by_2_any,rule_fired_home,rule_fired_away,home_availability_known,away_availability_known,home_lineup_known,away_lineup_known,home_missing_players,away_missing_players,home_missing_defenders,home_missing_midfielders,home_missing_forwards,away_missing_defenders,away_missing_midfielders,away_missing_forwards,home_availability_freshness_hours,away_availability_freshness_hours,home_lineup_freshness_hours,away_lineup_freshness_hours,home_availability_freshness_hours_is_missing,away_availability_freshness_hours_is_missing,home_lineup_freshness_hours_is_missing,away_lineup_freshness_hours_is_missing,home_availability_last_seen_utc,away_availability_last_seen_utc,home_lineup_last_seen_utc,away_lineup_last_seen_utc,target_o15,target_o25,target_o35,target_o45,target_u15,target_u25,target_u35,target_c75,target_c85,target_c95,target_c105,target_hc25,target_hc35,target_hc45,target_hc55,target_ac25,target_ac35,target_ac45,target_ac55,target_btts,target_1x2_h,target_1x2_d,target_1x2_a,target_dc_1x,target_dc_x2,target_dc_12,target_ah_h05,target_ah_a05,target_ah_h15,target_ah_a15,target_eh_h1,target_eh_a1,target_eh3_0_1_home,target_eh3_0_1_draw,target_eh3_0_1_away,target_eh3_1_0_home,target_eh3_1_0_draw,target_eh3_1_0_away,target_ah2_home_m05,target_ah2_away_p05,target_ah2_away_m05,target_ah2_home_p05,target_ah2_home_m15,target_ah2_away_p15,target_ah2_away_m15,target_ah2_home_p15,target_ho15,target_ao15,target_mg_0,target_mg_1_2,target_mg_1_3,target_mg_1_4,target_mg_1_5,target_mg_1_6,target_mg_2_3,target_mg_2_4,target_mg_2_5,target_mg_2_6,target_mg_3_4,target_mg_3_5,target_mg_3_6,target_mg_4_5,target_mg_4_6,target_mg_5_6,target_mg_7p,target_hmg_0,target_hmg_1_2,target_hmg_1_3,target_hmg_2_3,target_hmg_4p,target_amg_0,target_amg_1_2,target_amg_1_3,target_amg_2_3,target_amg_4p,target_ms_h_1_0_2_0_3_0,target_ms_a_0_1_0_2_0_3,target_ms_h_4_0_5_0_6_0,target_ms_a_0_4_0_5_0_6,target_ms_h_2_1_3_1_4_1,target_ms_h_1_2_1_3_1_4,target_ms_h_3_2_4_2_5_1,target_ms_a_2_3_2_4_1_5,target_ms_draw,target_ms_other_homewin,target_ms_other_awaywin,target_home_or_o25,target_away_or_o25,target_home_or_o15,target_away_or_o15,target_home_and_o25,target_away_and_o25,target_h_1up,target_a_1up,target_h_2up,target_a_2up,xg_net_diff,xgot_net_diff,xa_net_diff,corners_net_diff,sample_size_diff,goal_diff_proxy,implied_over15,implied_under15,implied_over25,implied_under25,implied_over35,implied_under35,odds_gap_15,odds_gap_25,odds_gap_35,corners_gap_75,corners_gap_85,corners_gap_95,corners_gap_105,implied_c75_over,implied_c85_over,implied_c95_over,implied_c105_over,home_defenders,home_midfielders,home_forwards,home_style_score,away_defenders,away_midfielders,away_forwards,away_style_score,style_delta,home_season_baseline_xg,home_recent_xg_mean_5,home_recent_vs_baseline_zscore,home_regressed_recent_xg,home_season_baseline_xg_is_missing,home_recent_xg_mean_5_is_missing,away_season_baseline_xg,away_recent_xg_mean_5,away_recent_vs_baseline_zscore,away_regressed_recent_xg,away_season_baseline_xg_is_missing,away_recent_xg_mean_5_is_missing,regressed_xg_diff,recent_vs_baseline_gap,home_rolling_errors_lead_to_shot_is_missing,away_rolling_errors_lead_to_shot_is_missing,home_rolling_tackles_pct_is_missing,away_rolling_tackles_pct_is_missing,prediction_time_utc
11964,F2,23836,23826,2025-09-20 10:00:00+00:00,5,2,7,4.0,1.0,3.0,,,,,,,,,,,,,,,,,5,1.868050679598388,0.5438679051977323,1.7526753637046646,0.8183771600300523,1.5063103613141176,0.4790444641759442,29.828017211939066,12.49197459189946,3.1580493135714764,1.0822348200259544,23.698244655419707,45.3876784372652,7.16542585888942,3.480704869885936,5.282494365138993,2.076702411037497,-0.026851990984222363,0.1892575643740182,0.0,0.7456457892220475,66.03121371491017,60.433508640120195,,,,,,,,,57.93040092889829,42.0695990711017,5,1.6723283928693393,1.530902260774537,1.3584256539853834,1.1359340209002116,0.6911310702820845,1.147557543883614,18.459463151424078,19.33392527832798,1.9605218222798988,1.9572433576941464,25.09473396625913,32.45037907246772,5.785738679051976,3.3949183798920832,7.109077248821801,4.8658561573662995,-0.9436370466498187,-0.614048903763404,0.0,0.6299433098832046,75.15791271088038,56.801994399289654,,,,,,,,,54.552011474626035,45.44798852537395,0.7516563076292602,0.1487603305785124,0.18181818181818182,0.1487603305785124,0.7787036404617169,0.6694214876033057,0.1487603305785124,0.5698381258110783,4-1-4-1,4-4-2,,,,,3.0,1.0,27.0,4.0,True,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,1,1,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1.0,1.0,1.0,0.0,0.33714841882385094,0.616741342804453,0.35875281743050347,0.4166382077726931,0,0.19572228672904868,,,,,,,,,,,,,,,,,,4,5,1,17,4,4,2,18,-1,1.4701803155522164,1.4701803155522164,0.0,1.4701803155522164,0.0,0.0,1.9055484598046584,1.9055484598046584,0.0,1.9055484598046586,0.0,0.0,-0.4353681442524422,0.0,0.0,0.0,0.0,0.0,2025-09-20 04:00:00+00:00
11965,F2,23834,23850,2025-09-20 10:00:00+00:00,2,0,2,11.0,2.0,9.0,,,,,,,,,,,,,,,,,5,0.7661081893313297,0.9215005805614369,0.7092623454682057,0.7229485690868109,0.7171730073082438,0.5015354142476607,19.23987432552421,13.5380780001366,1.5146506386175806,2.381599617512464,33.00054641076429,33.17573936206543,1.9718598456389589,3.1547708489857245,3.3684174578239188,3.182296291236937,-0.2770514309131889,-0.08678983675978415,0.6299433098832046,0.0,63.03087220818249,60.96666894337818,,,,,,,,,51.278532887097874,48.72146711290211,5,1.1681927463971038,1.2381169319035583,0.9346280991735536,0.947511781982105,0.562178129909159,0.6992869339525987,20.806843794822754,16.954989413291436,1.8692029232975882,2.0330578512396693,18.272112560617444,26.652072945837034,4.0224711426815105,2.8858001502629596,5.0904992828358715,7.298203674612388,-0.14715388293149376,0.36478997336247526,0.44812512806502275,0.44812512806502275,69.23604945017415,62.04036609521206,,,,,,,,,50.55610955535823,49.44389044464176,0.09958336179222729,0.9004166382077725,0.0,0.0,0.44812512806502275,0.40311454135646474,0.0,0.1217129977460556,4-2-3-1,5-4-1,,,,,2.0,0.0,10.0,,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,1,0,0,0,0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.0,0.0,1.0,0.0,-0.4720087425722286,-0.2382494365138993,0.017886073355645182,-3.9297862167884694,0,-0.40208455706577406,,,,,,,,,,,,,,,,,,4,5,1,17,5,4,1,16,1,0.46785123966942144,0.46785123966942144,0.0,0.46785123966942144,0.0,0.0,1.359984973703982,1.359984973703982,0.0,1.3599849737039822,0.0,0.0,-0.8921337340345608,0.0,0.0,0.0,0.0,0.0,2025-09-20 04:00:00+00:00
366,E0,652,671,2025-09-20 10:30:00+00:00,2,1,3,9.0,5.0,4.0,,,,,,,,,,,,,,,,,4,1.8535912847483091,1.1469120961682946,2.2002930127723515,0.7600300525920358,1.0038842975206612,0.5358452291510142,34.34861006761833,23.299774605559726,2.432006010518407,2.1299774605559723,4.948910593538692,3.915101427498121,7.1374906085649865,2.157024793388429,6.217881292261456,6.05785123966942,-0.5826489105935386,-0.6874689706987227,0.1217129977460556,0.270473328324568,10.70548459804658,10.073628850488355,0.8847032306536438,0.5870398196844477,2.616078136739293,0.8181818181818181,0.08418482344102181,-0.027167543200601066,1.9053343350864007,0.5206611570247932,63.567993989481586,36.4320060105184,4,1.2981968444778362,1.7256874530428243,0.638572501878287,0.9681968444778362,0.8029752066115702,0.7028249436513898,21.64387678437265,23.59278737791134,1.7828700225394436,2.305785123966942,4.429752066115702,5.934635612321561,1.8715251690458299,2.9068369646882037,3.4545454545454546,4.9203606311044314,0.12387347858752812,-0.048406686701728006,1.487603305785124,0.4793388429752066,12.091660405709991,8.741547708489858,0.5448685199098422,0.7047257700976708,0.8715251690458301,1.2704733283245677,0.2084598046581517,0.31623591284748304,0.12847483095416964,0.36589030803906825,45.13298271975957,54.86701728024041,1.0,0.0,0.6694214876033057,0.0,0.270473328324568,0.5477084898572501,0.270473328324568,0.0,4-2-3-1,4-2-3-1,,,,,2.0,0.0,10.0,,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,1,1,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.1279038317054848,1.2320961682945153,0.3010593538692714,1.2975206611570247,0,0.5553944402704729,,,,,,,,,,,,,,,,,,4,5,1,17,4,5,1,17,0,2.429667251199377,2.065485837580016,-1.0057980532278086,2.1829637129411,0.0,0.0,0.9566391184573003,0.9566391184573003,0.0,0.9566391184573004,0.0,0.0,1.2263245944837995,-1.0057980532278086,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
767,E1,1434,1416,2025-09-20 10:30:00+00:00,0,0,0,13.0,10.0,3.0,,,,,,,,,,,,,,,,,5,1.543107711221911,1.2374113790041663,2.08669899597022,1.3050570316235228,1.1045092548323199,1.0086729048562255,24.877945495526255,21.206884775630073,3.2406256403251126,1.2033331056621814,29.25708626459941,38.27901099651662,7.474830954169795,3.1070965098012424,7.586845160849665,5.292739566969468,0.4759469981558635,0.30799535550850343,0.3035311795642374,0.0,73.06543268902396,61.740318284270195,,,,,,,,,61.154634246294634,38.845365753705345,5,2.04597841677481,0.59948569086811,1.7742722491633083,0.7070165972269653,1.5924718256949657,0.5171545659449489,40.36104091250597,12.405983197868995,2.8359401680213097,0.9669421487603304,24.546957175056342,34.61512191790178,4.933747694829588,2.4925210026637514,7.92213646608838,2.344238781503995,-0.19278532887097877,-0.05497438699542387,0.0,0.4301618741889215,64.02486168977528,58.91496482480704,,,,,,,,,58.628645584317994,41.37135441568198,0.7185984563895906,0.7295266716754318,0.1487603305785124,0.0,0.37005669011679526,0.28140154361040914,0.2212963595382829,0.0,4-2-3-1,4-2-3-1,,,,,0.0,0.0,,,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,0,0,0,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.9436220203538009,1.3796823987432545,0.587354688887371,5.24260637934567,0,-0.5028707055528991,,,,,,,,,,,,,,,,,,4,5,1,17,4,5,1,17,0,2.1032268970698724,2.1032268970698724,0.0,2.1032268970698724,0.0,0.0,1.6355296769346355,1.6355296769346355,0.0,1.6355296769346357,0.0,0.0,0.46769722013523674,0.0,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
768,E1,1424,1430,2025-09-20 10:30:00+00:00,1,0,1,9.0,3.0,6.0,,,,,,,,,,,,,,,,,5,1.0192186326070622,1.3411010176900484,1.2117389522573594,1.4367502219793729,0.6922860460351067,0.9748808141520389,21.948978894884224,24.985315210709647,1.379755481182979,2.0109282152858405,18.959360699405774,23.632128952940366,3.7483095416979704,4.435421077795232,4.910935045420395,5.566423058534253,-0.39311112628918776,0.18052523734717568,0.6472918516494772,0.44812512806502275,75.08537668192064,54.7117000204904,,,,,,,,,50.87439382555836,49.12560617444163,5,1.1125496892288778,0.8321077795232565,1.92415408783553,0.7989966532340687,0.9099159893449899,0.7321979372993646,16.08612799672153,19.788743938255582,2.986134826856088,1.1833208114199847,18.351956833549615,24.265760535482542,5.212963595382828,2.0838740523188304,5.851990984222388,4.083122737517928,0.08089722013523663,-0.14322968376477008,0.1487603305785124,1.1396762516221566,40.83928693395259,55.39696742025817,0.49,0.52,1.0,0.0,0.52,1.55,2.0,2.0,54.68519909842223,45.31480090157776,0.7787036404617169,0.2212963595382829,0.3305785123966942,0.2212963595382829,0.8512396694214874,0.5968854586435351,0.6694214876033057,0.0,4-2-3-1,4-2-3-1,,,,,0.0,0.0,75.0,,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,0,0,0,0,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.1871108530838057,0.41274229902329074,-0.03991189126425787,0.8278123079024668,0,-0.09333105662181551,,,,,,,,,,,,,,,,,,4,5,1,17,4,5,1,17,0,0.886074380165289,0.886074380165289,0.0,0.886074380165289,0.0,0.0,1.2352441773102931,1.2352441773102931,0.0,1.2352441773102933,0.0,0.0,-0.3491697971450043,0.0,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
769,E1,1412,1429,2025-09-20 10:30:00+00:00,1,0,1,9.0,7.0,2.0,,,,,,,,,,,,,,,,,5,1.134533843316713,0.8424697766545999,0.786050816201079,0.905975684720989,0.6749866812376203,0.5705641691141314,18.274708011747826,16.93443070828495,1.8576599959019187,1.2268287685267398,12.458985042005326,40.76681920633836,2.013182159688545,1.6119800560071031,3.0196707875145137,3.2708148350522497,-0.12107164811146778,0.017045966805546056,0.44812512806502275,0.44812512806502275,52.66948978894883,82.09015777610817,,,,,,,,,55.49013045556997,44.50986954443002,5,0.6398019260979442,0.620293695785807,0.7484495594563212,1.1612922614575505,0.5954504473738131,0.5841206201762174,12.919950823031211,17.440202171982783,0.822348200259545,0.7667509049928283,19.27996721535414,23.165425858889417,2.643603578990506,3.070896796666893,4.09698791066184,4.838125811078477,0.22781777201010855,-0.13400382487535006,0.0,0.1487603305785124,56.51465063861757,76.90246567857386,,,,,,,,,54.588620995833615,45.41137900416637,0.6694214876033057,0.4301618741889215,0.0,0.1487603305785124,0.4301618741889215,0.5698381258110783,0.1487603305785124,0.0,4-2-3-1,4-3-3,,,,,0.0,0.0,90.0,,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,0,0,0,0,1,1,1,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0.514240147530906,-0.3752414452564715,0.09086606106140294,-1.8184550235639634,0,0.49473191721876875,,,,,,,,,,,,,,,,,,4,5,1,17,4,3,3,19,-2,1.2612659654395189,1.2612659654395189,0.0,1.2612659654395189,0.0,0.0,0.3427723516153268,0.3427723516153268,0.0,0.3427723516153268,0.0,0.0,0.918493613824192,0.0,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
1348,E2,2528,2514,2025-09-20 10:30:00+00:00,3,1,4,9.0,2.0,7.0,,,,,,,,,,,,,,,,,8,1.2104132954957902,1.1987810262454204,1.1797419143086492,1.0436880992115272,0.7383730409098375,0.8473800132405056,15.698885743856817,23.055710446631785,2.2710604325276353,1.6065748076003437,25.65204841687897,21.176753465138674,3.0858597176573235,3.6549075286505146,3.399166610689668,8.78577598564717,0.3820426505212069,-0.04780224795071586,0.3393229319945927,0.18181818181818182,62.6954100212904,70.60528072545777,,,,,,,,,35.52552389466896,64.47447610533102,7,1.419371836476418,0.7100045045019616,1.1670817036500578,0.7330065857173419,0.7645064663311055,0.5482685778248673,27.298126906157897,12.898499120267378,1.1729339266330654,0.9773674177744935,18.157272032969793,24.85464231827185,4.038306894315239,2.3592921722706692,7.542562181036949,3.7729674563845097,-0.09711554950690388,0.04277720609112527,0.1217129977460556,0.7466008791116985,67.83287733247683,62.105294709016505,,,,,,,,,58.353326811777855,41.646673188222124,0.9454573472978707,0.2033029832806414,0.31210517935107135,0.054542652702128984,0.6149915244239401,0.38500847557605977,0.2154235727700034,0.08147729601182233,4-4-2,3-1-4-2,,,,,1.0,0.0,12.0,,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,1,1,1,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.5004087909938286,0.44673532859130727,0.1901044630849702,-0.37380084569484184,1,-0.20895854098062783,,,,,,,,,,,,,,,,,,4,4,2,18,3,5,2,19,-1,1.2811038392533072,1.247363556772812,-0.224935216536634,1.2661081581508649,0.0,0.0,0.7397424832299498,0.7816909798759399,0.2404655785398147,0.7570153936135928,0.0,0.0,0.509092764537272,-0.4654007950764487,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
1349,E2,2537,2530,2025-09-20 10:30:00+00:00,4,1,5,19.0,3.0,16.0,,,,,,,,,,,,,,,,,8,1.4028018089439453,0.6982997521805497,1.2483413436460324,0.664029958478837,0.8716922184343738,0.5282345810995346,29.229540809181586,13.374884686956353,1.527126590103817,1.7791530130258515,22.257484988457275,26.88958484533234,4.394228592749558,1.538206546245219,7.07996994535533,3.6962143453249308,-0.2563959976540463,0.24130332873868654,0.1217129977460556,0.3365167781408599,61.25720013438583,59.9715293718108,,,,,,,,,61.38434906739412,38.61565093260585,8,2.0409776878337027,0.947347120318285,1.9130590155954394,1.0730045330848688,1.2712382664471922,0.6272169705905488,21.023064507413615,17.659577164894785,3.270672279727005,1.600546841817111,19.60660713656179,19.437400174709808,5.888086577574548,4.01478901170416,7.193975923955302,5.786838479530969,0.07314226472380204,-0.02086484641613702,0.0,0.5760204495562746,76.06046331712282,59.24771635657119,,,,,,,,,48.42169291786888,51.57830708213109,0.28478027929246374,0.7152197207075361,0.2033029832806414,0.2454419371595804,0.7422670535399929,0.5060766388307466,0.49392336116925317,0.054542652702128984,4-2-3-1,3-1-4-2,,,,,3.0,0.0,15.0,,True,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,1,1,1,1,0,0,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1.0,0.0,1.0,0.0,0.4554546886256603,0.17533681056116368,0.24447524784382502,1.2931314658243611,0,-0.6381758788897574,,,,,,,,,,,,,,,,,,4,5,1,17,3,5,2,19,-2,1.114227150115471,1.206463464707114,0.4573540325355383,1.1552210677117567,0.0,0.0,1.998517530987804,1.922288179746562,-0.3694092288067205,1.9646378193250298,0.0,0.0,-0.8094167516132731,0.8267632613422589,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
1350,E2,2520,2533,2025-09-20 10:30:00+00:00,1,0,1,10.0,7.0,3.0,,,,,,,,,,,,,,,,,7,0.6627350285990714,1.3465598870148976,0.4719786843354532,1.4531832096100554,0.680974569884977,0.7041154044371036,19.83483267017054,21.087696669773145,0.6299433098832046,2.0614909675704074,28.047213728457557,17.486146398571652,2.344910505480759,4.195966156401048,2.4107055867678273,4.108367705091723,-0.5278363544918857,-0.43908562561492376,0.7301464640506308,0.23023762659033473,70.84218324968771,58.61666857647011,,,,,,,,,49.340391327196734,50.65960867280324,7,1.380699225146636,1.1450298014011369,1.6570095074344038,1.0015648233394163,0.8426367198194133,0.8124820031599247,20.18983258267708,21.360498453059186,2.4639049967796756,1.6774945937509345,22.86422539218237,22.761379935548362,5.245437780578821,3.436284158434284,4.4294252357102,5.313609297111416,-0.2690462366240846,-0.3157455938576204,0.16295459202364465,0.36363636363636365,71.0589214822408,64.2067876861141,,,,,,,,,53.95632947440137,46.0436705255986,0.530222216452044,0.8512396694214874,0.08147729601182233,0.46623119384542766,0.8782870022539442,0.18837623993754657,0.6305631022584035,0.18837623993754657,4-4-2,4-2-3-1,,,,,0.0,0.0,90.0,,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,0,0,0,0,1,1,1,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,-0.48229477280206545,-0.5295861390039631,-0.13150743327494774,-2.9029037103435886,0,-0.7179641965475645,,,,,,,,,,,,,,,,,,4,4,2,18,4,5,1,17,1,0.6583262237841842,0.6399914685410211,-0.12223170162108721,0.6507766186840582,0.0,0.0,1.2993590436155833,1.3272308523386998,0.1858120581541097,1.3108356707368665,0.0,0.0,-0.6600590520528082,-0.30804375977519693,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
1903,E3,3630,3625,2025-09-20 10:30:00+00:00,2,1,3,11.0,10.0,1.0,,,,,,,,,,,,,,,,,8,1.0039668559381965,0.8659233482376687,0.8985257357263399,1.1837995679311275,0.5952297996461363,0.3665006660022637,20.183911507729878,12.275623537146565,2.1358495289028863,1.1426231134319087,19.704993351779994,15.385057738755409,3.3978564666980127,3.1210005803305156,6.655564730252532,2.955127144930375,0.44186919743250574,-0.11086351836292707,0.13601994871395132,0.3299587200214952,75.05476089884979,63.50537525431473,,,,,,,,,52.53400686020561,47.465993139794364,8,1.486640145970905,1.2717778876164219,1.4578464719173443,0.9388264248309822,0.7899301940748608,1.228205845784388,21.1617204980651,27.13526986549253,1.369352739810206,1.5034844205965041,24.707681684529785,23.508372251672647,4.777616155777561,4.108966868510569,4.1701687741129785,6.715136948303064,0.07636352552148282,0.2399589704426568,0.2975206611570248,0.2454419371595804,63.3990105593059,59.69498435663134,,,,,,,,,49.239176533115035,50.76082346688494,0.7516563076292602,0.384363641084691,0.1217129977460556,0.054542652702128984,0.769762373409665,0.2969008687818257,0.2999845898617094,0.08147729601182233,4-2-3-1,4-2-3-1,,,,,0.0,0.0,69.0,62.0,True,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,1,1,1,,,,,1,1,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1.0,1.0,0.0,0.0,-0.2678110316782254,-0.04030068910464235,-0.6329760461382518,-0.05957221805053159,0,-0.48267329003270865,,,,,,,,,,,,,,,,,,4,5,1,17,4,5,1,17,0,1.3397403274771313,1.2923637311952567,-0.28283586304146807,1.3186840624629648,0.0,0.0,1.8933541710228596,1.8190594757956398,-0.48411161284459264,1.8603343064774285,0.0,0.0,-0.5416502440144637,0.20127574980312457,0.0,0.0,0.0,0.0,2025-09-20 04:30:00+00:00
